,Region,dVCR,VCR,UCR,loc,meanVIT,VUH,meet,meanVUH
172,8097241,502999.0,0.030575022768,0.948590864917,"(39.780503144654084, 116.43048065650645)",166.082419825,6,47.5135082604,10.408260447
173,7549175,406986.0,0.0306963772917,0.948688046647,"(40.009613656783465, 116.49613130128957)",166.741613217,61,47.6658892128,10.4141885326
174,8719527,310647.0,0.0307890055854,0.948882410107,"(39.888319856244387, 116.35603751465416)",167.244766764,627,47.8052478134,10.4751214772
175,7798802,306374.0,0.0308803597618,0.949076773567,"(39.932794249775384, 116.4662368112544)",167.740999352,882,47.9884353741,10.5608357629
176,8038804,306033.0,0.0309716122593,0.949271137026,"(39.932794249775384, 116.43751465416179)",168.236679624,1066,48.1644314869,10.6644314869
177,5996420,495427.0,0.0311193379984,0.949271137026,"(39.969631626235397, 116.68194607268465)",169.039120505,2,48.3177842566,10.6646258503
178,6981143,494682.0,0.0312668415943,0.949271137026,"(40.070709793351298, 116.5641266119578)",169.840354713,703,48.5689018465,10.7329446064
179,9341635,397721.0,0.0313854334932,0.949368318756,"(39.91617250673854, 116.28159437280188)",170.484541626,44,48.7067055394,10.7372206025
180,9816703,387252.0,0.03150090376,0.949465500486,"(39.89910152740341, 116.22473622508792)",171.111771947,6,48.8277939747,10.7378036929
181,7715587,482948.0,0.0316449085281,0.949465500486,"(39.955705300988321, 116.47620164126613)",171.894000648,255,49.0789115646,10.762585034
182,7490243,482723.0,0.0317888462059,0.949465500486,"(39.939532794249772, 116.50316529894491)",172.675864917,4,49.229154519,10.7629737609
183,7852765,482645.0,0.0319327606258,0.949465500486,"(39.970979335130281, 116.45978898007034)",173.457602851,116,49.3874635569,10.7742468416
184,7975173,481350.0,0.0320762889044,0.949465500486,"(39.952111410601972, 116.44513481828839)",174.237243278,415,49.5817298348,10.8145772595
185,8337638,193256.0,0.0321339137118,0.949757045675,"(39.957951482479785, 116.40175849941384)",174.550259151,751,49.7069970845,10.8875607386
186,7539349,480829.0,0.0322772866393,0.949757045675,"(39.996136567834682, 116.49730363423213)",175.329055718,37,49.838483965,10.8911564626
187,6976249,480375.0,0.0324205241938,0.949757045675,"(40.072506738544476, 116.56471277842908)",176.107116942,151,50.0515063168,10.9058309038
188,6177948,476406.0,0.0325625782773,0.949757045675,"(40.105300988319854, 116.66025791324736)",176.878749595,4,50.1998056365,10.9062196307
189,8611771,184236.0,0.0326175135135,0.950048590865,"(39.888319856244387, 116.36893317702229)",177.177155815,691,50.2951409135,10.973372206
190,9992863,373285.0,0.0327288191195,0.950145772595,"(39.823629829290205, 116.20363423212193)",177.781763848,35,50.4170068027,10.9767735666
191,8538301,367649.0,0.0328384441909,0.950242954325,"(39.888319856244387, 116.37772567409145)",178.377243278,1245,50.6249757046,11.0977648202
192,8234614,271454.0,0.03291938597,0.950437317784,"(39.883378256963162, 116.41406799531067)",178.8169161,958,50.7643343052,11.1908649174
193,8773492,175138.0,0.0329716083771,0.950728862974,"(39.927403414195865, 116.34958968347011)",179.10058633,669,50.8488824101,11.2558794947
194,9346311,462728.0,0.0331095839734,0.950728862974,"(39.816442048517516, 116.2810082063306)",179.850064788,3,50.957920311,11.2561710398
195,8259160,270446.0,0.0331902251884,0.950923226433,"(39.908535489667564, 116.41113716295429)",180.288104956,680,51.0903790087,11.3222546161
196,6623252,362453.0,0.0332983009237,0.951020408163,"(39.919317160826594, 116.60691676436109)",180.875168448,8,51.2064139942,11.32303207
197,7465913,359114.0,0.0334053810405,0.951117589893,"(40.011410601976635, 116.50609613130129)",181.456823777,202,51.3396501458,11.3426627794
198,9317317,358611.0,0.0335123111735,0.951214771623,"(39.993441150044923, 116.28452520515827)",182.037664399,5,51.448202138,11.343148688
199,6834198,261776.0,0.0335903671799,0.951409135083,"(40.068463611859833, 116.58171160609614)",182.461661808,609,51.5741496599,11.4023323615
